,Dan,Lokacija,Mesec,SifraCesteNaselja,SifraOdsekaUlice,StanjePrometa,StanjeVozisca,UraPN,VNaselju,VremenskeOkoliscine,VrstaCeste,VrstaVozisca
772,,,,9173,1504,,,,,,,
773,,,,9175,1509,,,,,,,
774,,,,9179,1510,,,,,,,
775,,,,9188,1511,,,,,,,
776,,,,9191,1512,,,,,,,
777,,,,9192,1514,,,,,,,
778,,,,9196,1525,,,,,,,
779,,,,9197,1528,,,,,,,
780,,,,9198,1529,,,,,,,
781,,,,9202,1541,,,,,,,
782,,,,9206,1543,,,,,,,
783,,,,9207,1550,,,,,,,
784,,,,9214,1605,,,,,,,
785,,,,10003,1633,,,,,,,
786,,,,10013,1636,,,,,,,
787,,,,11009,1640,,,,,,,
788,,,,11051,1670,,,,,,,
789,,,,12001,1684,,,,,,,
790,,,,12005,1694,,,,,,,
791,,,,12007,2117,,,,,,,
792,,,,12013,2202,,,,,,,
793,,,,12019,2204,,,,,,,
794,,,,12021,2215,,,,,,,
795,,,,12023,2237,,,,,,,
796,,,,12033,2302,,,,,,,
797,,,,12040,2346,,,,,,,
798,,,,12051,2402,,,,,,,
799,,,,13001,2412,,,,,,,
800,,,,13002,2427,,,,,,,
801,,,,13003,2501,,,,,,,
802,,,,13007,2506,,,,,,,
803,,,,13009,2507,,,,,,,
804,,,,13011,2515,,,,,,,
805,,,,14001,2517,,,,,,,
806,,,,14002,2703,,,,,,,
807,,,,14003,2704,,,,,,,
808,,,,14006,2805,,,,,,,
809,,,,14008,2807,,,,,,,
810,,,,14009,2912,,,,,,,
811,,,,14017,2915,,,,,,,
812,,,,14020,3105,,,,,,,
813,,,,14022,3559,,,,,,,
814,,,,14025,3601,,,,,,,
815,,,,14027,3602,,,,,,,
816,,,,14028,3604,,,,,,,
817,,,,14030,3610,,,,,,,
818,,,,14031,3611,,,,,,,
819,,,,15003,3617,,,,,,,
820,,,,15004,3619,,,,,,,
821,,,,15005,3621,,,,,,,
822,,,,15006,3721,,,,,,,
823,,,,15007,3726,,,,,,,
824,,,,15009,3803,,,,,,,
825,,,,15010,3909,,,,,,,
826,,,,15014,3921,,,,,,,
827,,,,15015,3927,,,,,,,
828,,,,15019,4006,,,,,,,
829,,,,15025,4104,,,,,,,
830,,,,15026,4109,,,,,,,
831,,,,15029,4116,,,,,,,
832,,,,15033,4118,,,,,,,
833,,,,15034,4120,,,,,,,
834,,,,15038,4121,,,,,,,
835,,,,15041,4123,,,,,,,
836,,,,15046,4206,,,,,,,
837,,,,15047,4207,,,,,,,
838,,,,15052,4306,,,,,,,
839,,,,15054,4326,,,,,,,
840,,,,15058,4815,,,,,,,
841,,,,15059,4910,,,,,,,
842,,,,15061,5404,,,,,,,
843,,,,15062,5407,,,,,,,
844,,,,15064,5514,,,,,,,
845,,,,15067,5614,,,,,,,
846,,,,15069,5621,,,,,,,
847,,,,15077,5630,,,,,,,
848,,,,15079,5637,,,,,,,
849,,,,15084,5640,,,,,,,
850,,,,15092,5645,,,,,,,
851,,,,15094,5672,,,,,,,
852,,,,15099,5677,,,,,,,
853,,,,15101,5702,,,,,,,
854,,,,15103,5723,,,,,,,
855,,,,15106,5733,,,,,,,
856,,,,15108,5736,,,,,,,
857,,,,15110,5740,,,,,,,
858,,,,15113,5831,,,,,,,
859,,,,15116,5899,,,,,,,
860,,,,16014,6105,,,,,,,
861,,,,16019,6109,,,,,,,
862,,,,16050,6223,,,,,,,
863,,,,16052,6251,,,,,,,
864,,,,16056,6252,,,,,,,
865,,,,16061,6260,,,,,,,
866,,,,16076,6276,,,,,,,
867,,,,16085,6301,,,,,,,
868,,,,16092,6303,,,,,,,
869,,,,16095,6304,,,,,,,
870,,,,16131,6643,,,,,,,
871,,,,16136,6727,,,,,,,
872,,,,16138,6805,,,,,,,
873,,,,16146,6807,,,,,,,
874,,,,16157,6831,,,,,,,
875,,,,16176,6838,,,,,,,
876,,,,17003,6840,,,,,,,
877,,,,17004,6845,,,,,,,
878,,,,17009,6848,,,,,,,
879,,,,17011,6904,,,,,,,
880,,,,17017,6924,,,,,,,
881,,,,17018,7206,,,,,,,
882,,,,17022,7207,,,,,,,
883,,,,17027,7208,,,,,,,
884,,,,17028,7233,,,,,,,
885,,,,17030,7460,,,,,,,
886,,,,17031,7495,,,,,,,
887,,,,17033,7709,,,,,,,
888,,,,17035,7912,,,,,,,
889,,,,17047,7919,,,,,,,
890,,,,17052,7949,,,,,,,
891,,,,17055,7951,,,,,,,
892,,,,17064,8115,,,,,,,
893,,,,17073,8208,,,,,,,
894,,,,17075,8209,,,,,,,
895,,,,17076,8615,,,,,,,
896,,,,17082,8616,,,,,,,
897,,,,17084,8710,,,,,,,
898,,,,17085,8801,,,,,,,
899,,,,17087,9006,,,,,,,
900,,,,17089,9013,,,,,,,
901,,,,17090,9017,,,,,,,
902,,,,17094,9042,,,,,,,
903,,,,17096,19513,,,,,,,
904,,,,17098,32010,,,,,,,
905,,,,17101,32120,,,,,,,
906,,,,18001,39617,,,,,,,
907,,,,18002,46404,,,,,,,
908,,,,18003,46407,,,,,,,
909,,,,18005,49047,,,,,,,
910,,,,18007,53370,,,,,,,
911,,,,18009,53844,,,,,,,
912,,,,18010,90750,,,,,,,
913,,,,18011,90752,,,,,,,
914,,,,18016,90753,,,,,,,
915,,,,18018,91017,,,,,,,
916,,,,18021,91018,,,,,,,
917,,,,18023,91019,,,,,,,
918,,,,18025,91028,,,,,,,
919,,,,18028,91382,,,,,,,
920,,,,18029,92297,,,,,,,
921,,,,18030,92311,,,,,,,
922,,,,18032,92319,,,,,,,
923,,,,18033,92407,,,,,,,
924,,,,18040,92412,,,,,,,
925,,,,18043,92414,,,,,,,
926,,,,18045,92507,,,,,,,
927,,,,18047,92508,,,,,,,
928,,,,18052,92521,,,,,,,
929,,,,18059,93301,,,,,,,
930,,,,18060,93303,,,,,,,
931,,,,18061,93308,,,,,,,
932,,,,18062,93309,,,,,,,
933,,,,18065,93641,,,,,,,
934,,,,18066,93703,,,,,,,
935,,,,18067,95710,,,,,,,
936,,,,18069,95711,,,,,,,
937,,,,18072,95771,,,,,,,
938,,,,18075,96005,,,,,,,
939,,,,18077,96100,,,,,,,
940,,,,18078,96408,,,,,,,
941,,,,18079,96410,,,,,,,
942,,,,18081,96898,,,,,,,
943,,,,18082,97347,,,,,,,
944,,,,18084,97725,,,,,,,
945,,,,18085,98704,,,,,,,
946,,,,18087,98805,,,,,,,
947,,,,18091,98809,,,,,,,
948,,,,18095,98811,,,,,,,
949,,,,18097,99068,,,,,,,
950,,,,18101,99403,,,,,,,
951,,,,18102,99578,,,,,,,
952,,,,18105,99618,,,,,,,
953,,,,18106,99621,,,,,,,
954,,,,18111,99639,,,,,,,
955,,,,18114,99674,,,,,,,
956,,,,18116,99675,,,,,,,
957,,,,18117,99702,,,,,,,
958,,,,18119,99902,,,,,,,
959,,,,18120,59,,,,,,,
960,,,,19004,63,,,,,,,
961,,,,19005,64,,,,,,,
962,,,,19008,70,,,,,,,
963,,,,19017,73,,,,,,,
964,,,,19025,74,,,,,,,
965,,,,19032,75,,,,,,,
966,,,,19035,76,,,,,,,
967,,,,19038,77,,,,,,,
968,,,,19043,78,,,,,,,
969,,,,19046,79,,,,,,,
970,,,,19050,80,,,,,,,
971,,,,19070,81,,,,,,,
972,,,,19094,82,,,,,,,
973,,,,19118,83,,,,,,,
974,,,,19120,84,,,,,,,
975,,,,19126,94,,,,,,,
976,,,,19127,95,,,,,,,
977,,,,19140,96,,,,,,,
978,,,,19144,97,,,,,,,
979,,,,19145,98,,,,,,,
980,,,,19146,99,,,,,,,
981,,,,19150,100,,,,,,,
982,,,,19152,104,,,,,,,
983,,,,19157,112,,,,,,,
984,,,,19162,114,,,,,,,
985,,,,19168,120,,,,,,,
986,,,,19169,122,,,,,,,
987,,,,19172,125,,,,,,,
988,,,,19182,126,,,,,,,
989,,,,20003,130,,,,,,,
990,,,,20013,131,,,,,,,
991,,,,20018,135,,,,,,,
992,,,,20024,140,,,,,,,
993,,,,20033,141,,,,,,,
994,,,,20043,143,,,,,,,
995,,,,20045,150,,,,,,,
996,,,,20047,152,,,,,,,
997,,,,20053,153,,,,,,,
998,,,,20068,156,,,,,,,
999,,,,20071,160,,,,,,,
1000,,,,20074,162,,,,,,,
1001,,,,20084,164,,,,,,,
1002,,,,20098,165,,,,,,,
1003,,,,20102,166,,,,,,,
1004,,,,20105,169,,,,,,,
1005,,,,20110,171,,,,,,,
1006,,,,20113,172,,,,,,,
1007,,,,21003,173,,,,,,,
1008,,,,21004,174,,,,,,,
1009,,,,21005,176,,,,,,,
1010,,,,21007,177,,,,,,,
1011,,,,21010,183,,,,,,,
1012,,,,21011,189,,,,,,,
1013,,,,21017,194,,,,,,,
1014,,,,21023,196,,,,,,,
1015,,,,21028,197,,,,,,,
1016,,,,21029,198,,,,,,,
1017,,,,21030,200,,,,,,,
1018,,,,21031,209,,,,,,,
1019,,,,21037,222,,,,,,,
1020,,,,21040,226,,,,,,,
1021,,,,21045,251,,,,,,,
1022,,,,21048,260,,,,,,,
1023,,,,21049,269,,,,,,,
1024,,,,21052,270,,,,,,,
1025,,,,21054,279,,,,,,,
1026,,,,21055,283,,,,,,,
1027,,,,21057,288,,,,,,,
1028,,,,21058,297,,,,,,,
1029,,,,21059,299,,,,,,,
1030,,,,21063,325,,,,,,,
1031,,,,21064,329,,,,,,,
1032,,,,21068,337,,,,,,,
1033,,,,21069,369,,,,,,,
1034,,,,21070,371,,,,,,,
1035,,,,21071,372,,,,,,,
1036,,,,21072,383,,,,,,,
1037,,,,21073,384,,,,,,,
1038,,,,21075,394,,,,,,,
1039,,,,21078,397,,,,,,,
1040,,,,22007,400,,,,,,,
1041,,,,22009,402,,,,,,,
1042,,,,22015,414,,,,,,,
1043,,,,22016,415,,,,,,,
1044,,,,22024,417,,,,,,,
1045,,,,22034,418,,,,,,,
1046,,,,22037,420,,,,,,,
1047,,,,23004,432,,,,,,,
1048,,,,23008,439,,,,,,,
1049,,,,23013,450,,,,,,,
1050,,,,23023,453,,,,,,,
1051,,,,23034,454,,,,,,,
1052,,,,23042,455,,,,,,,
1053,,,,23043,456,,,,,,,
1054,,,,23056,459,,,,,,,
1055,,,,23058,465,,,,,,,
1056,,,,23062,467,,,,,,,
1057,,,,23068,470,,,,,,,
1058,,,,23070,473,,,,,,,
1059,,,,23075,485,,,,,,,
1060,,,,23076,486,,,,,,,
1061,,,,23088,487,,,,,,,
1062,,,,23089,488,,,,,,,
1063,,,,23102,494,,,,,,,
1064,,,,23109,500,,,,,,,
1065,,,,23116,502,,,,,,,
1066,,,,23119,503,,,,,,,
1067,,,,23136,504,,,,,,,
1068,,,,23137,514,,,,,,,
1069,,,,23138,516,,,,,,,
1070,,,,23148,520,,,,,,,
1071,,,,23155,524,,,,,,,
1072,,,,23158,526,,,,,,,
1073,,,,23164,529,,,,,,,
1074,,,,24001,534,,,,,,,
1075,,,,24005,535,,,,,,,
1076,,,,24019,536,,,,,,,
1077,,,,24020,538,,,,,,,
1078,,,,26001,544,,,,,,,
1079,,,,26007,553,,,,,,,
1080,,,,26013,555,,,,,,,
1081,,,,26015,556,,,,,,,
1082,,,,26017,557,,,,,,,
1083,,,,26019,558,,,,,,,
1084,,,,26030,559,,,,,,,
1085,,,,26034,561,,,,,,,
1086,,,,26035,564,,,,,,,
1087,,,,26043,574,,,,,,,
1088,,,,26058,576,,,,,,,
1089,,,,27002,581,,,,,,,
1090,,,,27007,584,,,,,,,
1091,,,,27015,586,,,,,,,
1092,,,,27016,588,,,,,,,
1093,,,,27018,594,,,,,,,
1094,,,,27020,600,,,,,,,
1095,,,,27026,612,,,,,,,
1096,,,,27028,676,,,,,,,
1097,,,,27029,679,,,,,,,
1098,,,,27031,683,,,,,,,
1099,,,,27032,694,,,,,,,
1100,,,,27034,695,,,,,,,
1101,,,,27035,697,,,,,,,
1102,,,,27036,698,,,,,,,
1103,,,,27037,703,,,,,,,
1104,,,,27048,705,,,,,,,
1105,,,,27050,708,,,,,,,
1106,,,,27051,717,,,,,,,
1107,,,,27052,990,,,,,,,
1108,,,,27053,1534,,,,,,,
1109,,,,27054,1544,,,,,,,
1110,,,,27057,1547,,,,,,,
1111,,,,27059,1569,,,,,,,
1112,,,,27060,1572,,,,,,,
1113,,,,27061,1574,,,,,,,
1114,,,,27062,1575,,,,,,,
1115,,,,28010,18002,,,,,,,
1116,,,,28011,18004,,,,,,,
1117,,,,28020,18008,,,,,,,
1118,,,,28033,21532,,,,,,,
1119,,,,28035,24003,,,,,,,
1120,,,,28037,24013,,,,,,,
1121,,,,28039,24014,,,,,,,
1122,,,,28045,24019,,,,,,,
1123,,,,28051,24020,,,,,,,
1124,,,,28060,24022,,,,,,,
1125,,,,28061,24024,,,,,,,
1126,,,,28071,24034,,,,,,,
1127,,,,28079,24039,,,,,,,
1128,,,,28080,24043,,,,,,,
1129,,,,28083,24044,,,,,,,
1130,,,,28085,24052,,,,,,,
1131,,,,28100,24055,,,,,,,
1132,,,,28111,24056,,,,,,,
1133,,,,28112,24057,,,,,,,
1134,,,,28113,24058,,,,,,,
1135,,,,28117,24061,,,,,,,
1136,,,,28121,24068,,,,,,,
1137,,,,28124,24069,,,,,,,
1138,,,,28126,24070,,,,,,,
1139,,,,28127,24071,,,,,,,
1140,,,,28135,24075,,,,,,,
1141,,,,28136,24077,,,,,,,
1142,,,,28151,24078,,,,,,,
1143,,,,28152,24083,,,,,,,
1144,,,,28158,24088,,,,,,,
1145,,,,28161,24089,,,,,,,
1146,,,,28165,24091,,,,,,,
1147,,,,28172,24097,,,,,,,
1148,,,,28173,24099,,,,,,,
1149,,,,28179,24100,,,,,,,
1150,,,,28180,24105,,,,,,,
1151,,,,28185,24106,,,,,,,
1152,,,,28188,24111,,,,,,,
1153,,,,28192,24112,,,,,,,
1154,,,,28193,24113,,,,,,,
1155,,,,28194,24114,,,,,,,
1156,,,,29002,24115,,,,,,,
1157,,,,29059,24120,,,,,,,
1158,,,,30010,24121,,,,,,,
1159,,,,30012,24122,,,,,,,
1160,,,,30016,24125,,,,,,,
1161,,,,30018,24129,,,,,,,
1162,,,,30021,24131,,,,,,,
1163,,,,30022,24132,,,,,,,
1164,,,,34012,24133,,,,,,,
1165,,,,34057,24134,,,,,,,
1166,,,,35018,24137,,,,,,,
1167,,,,35023,24143,,,,,,,
1168,,,,35027,24146,,,,,,,
1169,,,,35035,24147,,,,,,,
1170,,,,35038,24148,,,,,,,
1171,,,,35040,24152,,,,,,,
1172,,,,35041,24153,,,,,,,
1173,,,,35046,24160,,,,,,,
1174,,,,35048,24164,,,,,,,
1175,,,,35056,24165,,,,,,,
1176,,,,35060,24166,,,,,,,
1177,,,,36006,24176,,,,,,,
1178,,,,36008,24177,,,,,,,
1179,,,,36009,24180,,,,,,,
1180,,,,36016,24183,,,,,,,
1181,,,,36022,24190,,,,,,,
1182,,,,36023,24194,,,,,,,
1183,,,,36024,24197,,,,,,,
1184,,,,36031,24208,,,,,,,
1185,,,,36036,24209,,,,,,,
1186,,,,36041,24213,,,,,,,
1187,,,,36044,24215,,,,,,,
1188,,,,36053,24219,,,,,,,
1189,,,,36061,24228,,,,,,,
1190,,,,36062,24242,,,,,,,
1191,,,,36063,24243,,,,,,,
1192,,,,36083,24244,,,,,,,
1193,,,,36085,24258,,,,,,,
1194,,,,36088,24268,,,,,,,
1195,,,,36093,24269,,,,,,,
1196,,,,36099,24272,,,,,,,
1197,,,,36100,24280,,,,,,,
1198,,,,36106,24281,,,,,,,
1199,,,,36107,24282,,,,,,,
1200,,,,36109,24300,,,,,,,
1201,,,,36115,25004,,,,,,,
1202,,,,36117,25005,,,,,,,
1203,,,,36118,25007,,,,,,,
1204,,,,36125,25009,,,,,,,
1205,,,,36128,25014,,,,,,,
1206,,,,36129,25018,,,,,,,
1207,,,,36132,25025,,,,,,,
1208,,,,36134,25028,,,,,,,
1209,,,,37002,25029,,,,,,,
1210,,,,37005,25030,,,,,,,
1211,,,,37011,25037,,,,,,,
1212,,,,37012,25040,,,,,,,
1213,,,,37013,25041,,,,,,,
1214,,,,37016,25042,,,,,,,
1215,,,,37021,25044,,,,,,,
1216,,,,37022,25046,,,,,,,
1217,,,,37025,25048,,,,,,,
1218,,,,37028,25050,,,,,,,
1219,,,,37037,25053,,,,,,,
1220,,,,37039,25056,,,,,,,
1221,,,,37044,25065,,,,,,,
1222,,,,37051,25068,,,,,,,
1223,,,,37053,25073,,,,,,,
1224,,,,37061,25074,,,,,,,
1225,,,,37062,25076,,,,,,,
1226,,,,37064,25078,,,,,,,
1227,,,,37069,25079,,,,,,,
1228,,,,37080,25085,,,,,,,
1229,,,,37083,25091,,,,,,,
1230,,,,37091,25092,,,,,,,
1231,,,,37092,25094,,,,,,,
1232,,,,37105,25099,,,,,,,
1233,,,,37107,25100,,,,,,,
1234,,,,37108,25107,,,,,,,
1235,,,,37119,25109,,,,,,,
1236,,,,37128,25115,,,,,,,
1237,,,,37153,25120,,,,,,,
1238,,,,38003,25121,,,,,,,
1239,,,,38006,25123,,,,,,,
1240,,,,38015,25124,,,,,,,
1241,,,,38018,25125,,,,,,,
1242,,,,38024,25127,,,,,,,
1243,,,,38036,25130,,,,,,,
1244,,,,38038,25131,,,,,,,
1245,,,,38043,25133,,,,,,,
1246,,,,38059,25134,,,,,,,
1247,,,,38074,25135,,,,,,,
1248,,,,38075,25136,,,,,,,
1249,,,,38091,25141,,,,,,,
1250,,,,38099,25143,,,,,,,
1251,,,,38100,25144,,,,,,,
1252,,,,38116,25145,,,,,,,
1253,,,,38117,25149,,,,,,,
1254,,,,38121,25153,,,,,,,
1255,,,,38122,25155,,,,,,,
1256,,,,38126,25156,,,,,,,
1257,,,,38140,25161,,,,,,,
1258,,,,38150,25162,,,,,,,
1259,,,,38165,25164,,,,,,,
1260,,,,38167,25166,,,,,,,
1261,,,,38170,25169,,,,,,,
1262,,,,38193,25170,,,,,,,
1263,,,,38217,25171,,,,,,,
1264,,,,38220,25172,,,,,,,
1265,,,,38221,25173,,,,,,,
1266,,,,38233,25175,,,,,,,
1267,,,,38237,25177,,,,,,,
1268,,,,38241,25178,,,,,,,
1269,,,,38243,25181,,,,,,,
1270,,,,38248,25186,,,,,,,
1271,,,,38249,25187,,,,,,,
1272,,,,38251,25189,,,,,,,
1273,,,,38255,25192,,,,,,,
1274,,,,38258,25193,,,,,,,
1275,,,,38265,25196,,,,,,,
1276,,,,38269,25197,,,,,,,
1277,,,,38271,25198,,,,,,,
1278,,,,38275,25199,,,,,,,
1279,,,,38278,25205,,,,,,,
1280,,,,38281,25211,,,,,,,
1281,,,,38285,25216,,,,,,,
1282,,,,38287,25222,,,,,,,
1283,,,,38290,25227,,,,,,,
1284,,,,38291,25228,,,,,,,
1285,,,,38292,25230,,,,,,,
1286,,,,38302,25232,,,,,,,
1287,,,,38305,25233,,,,,,,
1288,,,,38307,25476,,,,,,,
1289,,,,38309,26005,,,,,,,
1290,,,,38310,26007,,,,,,,
1291,,,,38319,26009,,,,,,,
1292,,,,38320,26010,,,,,,,
1293,,,,38322,26012,,,,,,,
1294,,,,38344,26013,,,,,,,
1295,,,,38345,26016,,,,,,,
1296,,,,38346,26017,,,,,,,
1297,,,,38349,26018,,,,,,,
1298,,,,39002,26022,,,,,,,
1299,,,,39004,26025,,,,,,,
1300,,,,39008,26026,,,,,,,
1301,,,,39009,26027,,,,,,,
1302,,,,39012,26032,,,,,,,
1303,,,,39014,26034,,,,,,,
1304,,,,39015,26036,,,,,,,
1305,,,,39017,26040,,,,,,,
1306,,,,39019,26043,,,,,,,
1307,,,,39020,26046,,,,,,,
1308,,,,39022,26048,,,,,,,
1309,,,,39023,26050,,,,,,,
1310,,,,39025,26052,,,,,,,
1311,,,,39027,26055,,,,,,,
1312,,,,39028,26056,,,,,,,
1313,,,,39032,26060,,,,,,,
1314,,,,39039,26068,,,,,,,
1315,,,,39042,26070,,,,,,,
1316,,,,39045,26071,,,,,,,
1317,,,,39051,26072,,,,,,,
1318,,,,39053,26076,,,,,,,
1319,,,,39058,26080,,,,,,,
1320,,,,39059,26085,,,,,,,
1321,,,,39063,26093,,,,,,,
1322,,,,39064,26098,,,,,,,
1323,,,,39067,26099,,,,,,,
1324,,,,39071,26100,,,,,,,
1325,,,,39074,26101,,,,,,,
1326,,,,39077,26104,,,,,,,
1327,,,,40003,26105,,,,,,,
1328,,,,40005,26107,,,,,,,
1329,,,,40008,26110,,,,,,,
1330,,,,40009,26111,,,,,,,
1331,,,,40010,26112,,,,,,,
1332,,,,40011,26113,,,,,,,
1333,,,,41001,26114,,,,,,,
1334,,,,41011,26115,,,,,,,
1335,,,,41015,26116,,,,,,,
1336,,,,41019,26117,,,,,,,
1337,,,,41027,26118,,,,,,,
1338,,,,41031,26120,,,,,,,
1339,,,,41032,26124,,,,,,,
1340,,,,41037,26128,,,,,,,
1341,,,,41045,26130,,,,,,,
1342,,,,41061,26135,,,,,,,
1343,,,,41064,26137,,,,,,,
1344,,,,41065,26138,,,,,,,
1345,,,,42002,26139,,,,,,,
1346,,,,42009,26141,,,,,,,
1347,,,,42011,26142,,,,,,,
1348,,,,42013,26143,,,,,,,
1349,,,,42015,26144,,,,,,,
1350,,,,42018,26149,,,,,,,
1351,,,,42019,26153,,,,,,,
1352,,,,42020,26154,,,,,,,
1353,,,,42027,26156,,,,,,,
1354,,,,42028,26159,,,,,,,
1355,,,,42030,26169,,,,,,,
1356,,,,42033,26171,,,,,,,
1357,,,,42038,26172,,,,,,,
1358,,,,42043,26184,,,,,,,
1359,,,,42045,26186,,,,,,,
1360,,,,42046,26199,,,,,,,
1361,,,,42050,26200,,,,,,,
1362,,,,42051,26202,,,,,,,
1363,,,,42054,26203,,,,,,,
1364,,,,42056,26204,,,,,,,
1365,,,,42057,26205,,,,,,,
1366,,,,42058,26210,,,,,,,
1367,,,,42059,26212,,,,,,,
1368,,,,42063,26214,,,,,,,
1369,,,,42064,26233,,,,,,,
1370,,,,42066,26237,,,,,,,
1371,,,,42068,26239,,,,,,,
1372,,,,42069,26242,,,,,,,
1373,,,,42070,26243,,,,,,,
1374,,,,42073,26246,,,,,,,
1375,,,,42074,26250,,,,,,,
1376,,,,42075,26253,,,,,,,
1377,,,,42077,26265,,,,,,,
1378,,,,42082,26268,,,,,,,
1379,,,,42083,26270,,,,,,,
1380,,,,42084,26271,,,,,,,
1381,,,,42085,26276,,,,,,,
1382,,,,42086,26278,,,,,,,
1383,,,,42087,26288,,,,,,,
1384,,,,42089,27003,,,,,,,
1385,,,,42092,27004,,,,,,,
1386,,,,42094,27005,,,,,,,
1387,,,,42095,27007,,,,,,,
1388,,,,42097,27011,,,,,,,
1389,,,,42099,27012,,,,,,,
1390,,,,42103,27015,,,,,,,
1391,,,,42104,27016,,,,,,,
1392,,,,42106,27019,,,,,,,
1393,,,,42107,27021,,,,,,,
1394,,,,42108,27022,,,,,,,
1395,,,,42109,27023,,,,,,,
1396,,,,42110,27027,,,,,,,
1397,,,,42112,27032,,,,,,,
1398,,,,42115,27034,,,,,,,
1399,,,,42116,27036,,,,,,,
1400,,,,42117,27037,,,,,,,
1401,,,,42118,27038,,,,,,,
1402,,,,42119,27039,,,,,,,
1403,,,,42122,27046,,,,,,,
1404,,,,42123,27048,,,,,,,
1405,,,,42124,27052,,,,,,,
1406,,,,42125,27053,,,,,,,
1407,,,,42129,27054,,,,,,,
1408,,,,42133,27056,,,,,,,
1409,,,,42136,27057,,,,,,,
1410,,,,42138,27064,,,,,,,
1411,,,,42143,27069,,,,,,,
1412,,,,42144,27073,,,,,,,
1413,,,,42147,27074,,,,,,,
1414,,,,42148,27075,,,,,,,
1415,,,,42149,27081,,,,,,,
1416,,,,42154,27084,,,,,,,
1417,,,,42156,27085,,,,,,,
1418,,,,42162,27088,,,,,,,
1419,,,,42164,27089,,,,,,,
1420,,,,42165,27091,,,,,,,
1421,,,,42169,27092,,,,,,,
1422,,,,42170,27093,,,,,,,
1423,,,,42171,27098,,,,,,,
1424,,,,42173,27105,,,,,,,
1425,,,,42176,27108,,,,,,,
1426,,,,42181,27109,,,,,,,
1427,,,,42183,27110,,,,,,,
1428,,,,42184,27111,,,,,,,
1429,,,,42186,27112,,,,,,,
1430,,,,42187,27116,,,,,,,
1431,,,,42189,27118,,,,,,,
1432,,,,42192,27122,,,,,,,
1433,,,,42193,27124,,,,,,,
1434,,,,42194,27128,,,,,,,
1435,,,,42196,27130,,,,,,,
1436,,,,42197,27133,,,,,,,
1437,,,,42198,27147,,,,,,,
1438,,,,42199,27159,,,,,,,
1439,,,,42203,27164,,,,,,,
1440,,,,42206,27169,,,,,,,
1441,,,,42207,27176,,,,,,,
1442,,,,42209,27177,,,,,,,
1443,,,,42210,27193,,,,,,,
1444,,,,42221,27195,,,,,,,
1445,,,,42223,27198,,,,,,,
1446,,,,42224,27200,,,,,,,
1447,,,,43005,27214,,,,,,,
1448,,,,43008,27217,,,,,,,
1449,,,,43021,27228,,,,,,,
1450,,,,43024,27238,,,,,,,
1451,,,,43027,27244,,,,,,,
1452,,,,43033,27251,,,,,,,
1453,,,,43034,27261,,,,,,,
1454,,,,43040,27270,,,,,,,
1455,,,,44001,27286,,,,,,,
1456,,,,44004,27302,,,,,,,
1457,,,,44005,27305,,,,,,,
1458,,,,44018,27306,,,,,,,
1459,,,,44022,27315,,,,,,,
1460,,,,44028,27321,,,,,,,
1461,,,,44030,27356,,,,,,,
1462,,,,44035,27359,,,,,,,
1463,,,,44040,27361,,,,,,,
1464,,,,44050,27362,,,,,,,
1465,,,,44052,27371,,,,,,,
1466,,,,44057,27372,,,,,,,
1467,,,,44064,27374,,,,,,,
1468,,,,44070,27375,,,,,,,
1469,,,,44072,27377,,,,,,,
1470,,,,44073,27378,,,,,,,
1471,,,,44075,27379,,,,,,,
1472,,,,44076,27381,,,,,,,
1473,,,,44079,27382,,,,,,,
1474,,,,44088,27386,,,,,,,
1475,,,,44092,27394,,,,,,,
1476,,,,44096,27398,,,,,,,
1477,,,,45003,27407,,,,,,,
1478,,,,45007,27422,,,,,,,
1479,,,,45009,27423,,,,,,,
1480,,,,45013,27432,,,,,,,
1481,,,,45014,27434,,,,,,,
1482,,,,45015,27439,,,,,,,
1483,,,,45025,27440,,,,,,,
1484,,,,45028,28001,,,,,,,
1485,,,,45032,28003,,,,,,,
1486,,,,45041,28006,,,,,,,
1487,,,,46004,28012,,,,,,,
1488,,,,46021,28016,,,,,,,
1489,,,,46022,28017,,,,,,,
1490,,,,46028,28018,,,,,,,
1491,,,,46029,28019,,,,,,,
1492,,,,46045,28022,,,,,,,
1493,,,,46057,28023,,,,,,,
1494,,,,46058,28024,,,,,,,
1495,,,,46060,28025,,,,,,,
1496,,,,46074,28028,,,,,,,
1497,,,,46088,28029,,,,,,,
1498,,,,46089,28033,,,,,,,
1499,,,,47002,28035,,,,,,,
1500,,,,47004,28038,,,,,,,
1501,,,,47005,28044,,,,,,,
1502,,,,47006,28045,,,,,,,
1503,,,,47015,28053,,,,,,,
1504,,,,47016,28055,,,,,,,
1505,,,,47023,28058,,,,,,,
1506,,,,47027,28062,,,,,,,
1507,,,,47033,28065,,,,,,,
1508,,,,47047,28066,,,,,,,
1509,,,,47050,28067,,,,,,,
1510,,,,47053,28069,,,,,,,
1511,,,,47058,28072,,,,,,,
1512,,,,47061,28073,,,,,,,
1513,,,,47066,28077,,,,,,,
1514,,,,47071,28080,,,,,,,
1515,,,,47073,28083,,,,,,,
1516,,,,47077,28085,,,,,,,
1517,,,,47079,28090,,,,,,,
1518,,,,47086,28093,,,,,,,
1519,,,,47096,28098,,,,,,,
1520,,,,47102,28100,,,,,,,
1521,,,,47108,28109,,,,,,,
1522,,,,47110,28120,,,,,,,
